loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,total_acc,loan_paid_back
37008.68,36,6.52,240.05,237387.63,39.14,13,32,1
18835.35,60,16.12,685.29,117071.85,1.95,8,23,1
34001.56,36,8.47,1106.88,,25.47,21,18,1
18640.62,60,22.14,273.92,102694.45,24.69,15,19,1
17551.17,36,16.55,1133.71,61715.71,14.77,20,25,1
7113.75,60,6.19,847.08,196270.61,22.1,5,19,1
17629.84,60,11.02,1168.58,228537.73,18.23,21,30,1
21959.26,36,17.33,849.73,207191.38,36.98,14,21,0
1877.67,36,11.71,915.71,30975.64,11.97,15,22,1
18320.41,36,15.26,395.66,88803.29,7.17,9,40,1
31472.89,36,23.19,1088.68,156179.68,26.93,19,44,1
27521.8,60,12.0,1270.7,95252.57,11.43,6,33,1
25771.12,36,11.72,1310.8,54527.34,2.23,22,33,1
36472.66,36,21.4,73.3,143823.51,32.06,12,23,1
1703.25,60,11.38,948.16,139943.2,12.98,22,38,1
22724.86,60,6.56,1484.62,183275.69,39.7,10,35,1
31706.61,60,8.62,892.77,249969.46,12.48,2,14,1
22112.08,36,23.98,281.77,169094.84,22.23,7,20,1
13631.93,36,23.67,1320.08,92883.68,6.44,9,40,0
6313.77,36,9.5,418.53,239967.67,21.31,2,10,0
35614.96,36,16.07,96.17,151399.11,10.6,5,32,1
19359.73,60,7.75,662.86,168519.31,27.29,14,8,1
35246.49,36,18.49,177.4,102239.02,1.14,13,38,1
23848.23,36,8.71,199.41,123922.37,27.96,22,25,1
27293.49,60,6.0,711.04,116285.12,20.71,5,5,0
32366.19,60,21.5,930.64,235329.63,15.2,16,40,1
26707.07,60,11.51,1360.93,206205.73,2.58,11,20,1
16524.14,36,7.17,1066.72,40861.93,2.5,8,36,0
21031.7,36,21.68,1268.63,92189.26,31.69,20,9,1
32318.78,60,20.25,635.32,32808.36,29.63,2,20,0
15572.36,36,18.68,498.33,138854.65,18.63,10,41,1
16136.74,36,23.22,901.48,84267.59,0.28,6,36,1
4731.91,60,14.78,1052.38,36882.04,32.52,10,10,1
36668.79,60,7.56,865.33,197562.09,26.62,16,33,0
4550.42,60,6.23,418.85,40959.49,3.07,5,44,1
26280.16,36,11.37,573.49,82459.69,11.06,6,7,1
17114.58,36,6.74,689.01,197476.56,2.71,19,46,1
16819.16,36,15.71,50.8,137661.54,34.79,10,24,1
27502.52,60,5.29,1323.36,207936.65,20.15,19,43,1
3616.66,36,13.88,781.77,115330.69,14.97,17,9,1
24154.53,36,8.57,1134.01,207418.31,25.27,8,45,1
31109.24,60,12.37,282.71,143777.65,29.83,5,18,1
33300.3,36,18.5,848.27,40229.39,26.12,19,15,1
7650.69,36,12.02,1391.41,128442.81,33.15,8,42,0
35999.34,60,11.83,344.99,147315.03,23.78,7,7,1
26589.7,60,24.82,538.41,160783.39,0.12,16,42,1
35392.34,60,19.38,600.84,233413.16,5.45,2,29,1
19925.95,60,15.28,593.46,62218.17,34.69,5,39,1
22139.3,60,16.59,912.92,159386.44,5.11,15,21,0
36842.49,36,17.4,608.84,192965.16,24.78,24,45,1
36096.47,60,5.49,1020.86,224689.65,8.24,14,39,1
18478.27,60,6.61,742.3,140820.4,38.42,8,16,0
11702.09,60,17.98,261.71,69208.62,9.01,20,44,1
16333.65,36,12.29,1424.4,208066.89,14.47,6,29,1
16122.81,36,6.11,382.09,228161.01,30.95,13,6,1
12187.81,60,10.95,856.83,44464.66,26.32,5,32,1
11474.6,36,7.61,119.22,72834.87,12.86,22,25,1
34581.45,36,23.33,1380.37,220436.55,27.92,18,8,1
3724.61,36,9.06,1394.15,131415.58,39.2,9,8,1
27426.84,60,7.87,565.88,58893.1,5.8,13,23,1
7739.98,36,17.52,207.84,168417.76,9.62,11,16,1
14435.73,36,15.44,1161.88,,17.96,17,31,1
3400.18,60,16.52,415.51,242630.66,12.54,9,20,0
11528.97,60,13.72,1059.9,71224.26,12.67,21,17,1
30968.42,36,14.34,1375.27,103297.23,17.16,16,38,1
35515.6,60,20.58,897.65,,31.59,4,48,1
9639.56,60,9.4,1296.02,31438.48,14.28,5,17,1
19078.37,60,12.93,360.23,,10.27,6,17,0
19342.64,60,24.16,1368.33,208560.43,22.03,6,33,1
35069.44,36,8.8,363.17,81463.58,34.87,17,23,1
30749.16,60,10.88,361.93,180158.9,27.98,17,14,0
21010.01,60,8.83,1323.41,140985.39,13.61,11,22,1
27159.14,36,5.41,845.71,139533.3,38.89,6,12,1
34046.85,60,10.4,1205.18,199754.95,27.63,22,38,1
1372.02,36,5.93,1209.66,162086.61,5.53,14,12,0
16712.71,60,8.09,981.03,56766.82,27.78,15,18,1
36382.48,36,12.25,307.94,70775.78,36.23,11,40,1
29872.21,60,5.41,1047.38,145070.48,18.92,19,31,1
22170.81,60,20.06,123.54,214422.37,29.18,18,47,1
21656.14,36,20.91,324.98,55033.43,6.03,5,26,1
14563.03,36,13.23,975.08,44585.92,4.42,2,8,1
21300.3,36,24.69,1364.48,139033.86,25.12,8,30,1
26559.94,36,18.58,1164.39,63389.71,16.01,12,18,1
17316.16,36,19.87,518.71,248674.2,18.37,12,12,1
28851.97,60,8.85,1240.84,21002.41,12.3,19,32,1
34588.06,36,21.75,1450.9,123238.54,18.22,19,37,1
7032.71,60,23.9,517.97,57384.53,3.96,10,26,1
18610.33,36,9.73,304.63,176648.14,4.32,19,18,1
16912.78,36,18.73,320.35,164930.94,17.77,17,13,1
27811.13,60,19.94,618.48,205625.6,,19,28,1
10744.83,60,11.1,106.92,149582.69,34.86,20,36,1
25969.79,60,14.5,747.0,63554.77,13.21,15,15,1
35222.08,60,6.95,1106.48,32262.39,27.07,13,42,1
17307.13,36,8.46,809.78,186093.76,12.12,13,19,1
36529.61,60,6.23,1455.97,121182.03,12.31,11,44,1
39733.39,36,16.2,708.7,71108.95,28.35,20,10,1
5137.59,36,17.51,49.49,77919.01,22.48,3,22,1
10089.07,36,23.32,721.08,54276.16,14.92,7,12,0
38064.81,60,15.84,1396.93,85223.48,19.33,23,38,1
38374.78,60,10.21,170.92,,33.78,16,42,1
4810.58,60,6.19,357.76,162751.81,29.84,20,29,1
1584.94,60,22.7,1081.87,247101.61,37.39,21,15,0
7282.9,60,14.58,462.33,140584.68,35.07,12,33,1
39844.5,60,19.75,1154.9,139942.62,,24,31,1
8019.99,36,5.29,646.41,64018.79,7.6,13,9,1
20599.36,60,14.76,1200.22,154884.77,14.48,3,13,1
34088.29,36,11.51,840.75,159924.56,22.18,20,40,1
1795.66,36,5.61,151.23,67502.14,1.35,6,27,0
24575.07,60,20.51,597.62,40232.2,27.25,20,17,1
11803.99,60,15.26,519.88,104817.4,39.2,20,40,1
34631.06,60,11.66,1220.82,,33.1,10,44,0
12054.98,60,21.12,948.57,135737.05,27.52,13,25,0
27783.47,36,13.94,1172.78,141005.26,27.12,14,48,0
27294.57,60,5.07,577.06,159875.85,35.88,11,13,1
9638.25,60,23.89,1046.86,158651.13,12.41,20,6,1
2357.17,36,10.11,125.89,175221.97,17.87,12,29,1
16960.73,36,21.61,83.98,73004.62,26.41,20,5,1
12278.53,60,21.33,452.58,188093.9,22.91,4,12,1
32550.13,36,8.25,1167.34,140709.37,33.76,6,36,1
32214.2,60,14.48,815.11,120580.37,,13,36,1
18823.93,60,5.8,630.97,169015.95,16.65,11,25,1
24653.98,36,12.09,1348.05,135289.96,9.97,5,26,1
24566.12,36,19.62,761.12,140903.65,25.54,24,6,1
33259.17,60,9.74,931.68,25347.0,15.61,14,47,1
17575.09,60,7.34,1479.17,204468.47,21.94,22,14,1
11742.42,60,15.14,797.92,117560.45,2.42,23,5,1
11336.36,36,15.74,1181.75,139157.59,28.18,24,49,0
21911.5,36,18.52,638.32,109679.42,21.3,19,47,1
18516.78,60,20.18,83.42,146852.01,29.69,2,48,1
18164.71,60,18.92,1256.67,32429.75,10.0,10,14,1
4554.36,36,21.91,1418.27,108299.08,34.22,4,47,0
29025.55,60,9.46,668.54,173795.89,,16,41,1
9335.73,36,16.4,770.35,235842.6,17.48,4,12,0
8681.19,60,12.2,653.48,215311.46,3.81,12,8,1
17097.57,36,24.24,1495.45,241448.15,20.29,22,38,0
9883.36,60,13.81,1357.94,199748.37,25.88,10,30,1
23770.47,60,24.19,90.42,165501.97,23.98,16,33,1
15487.07,60,20.38,1175.16,117352.66,35.91,22,12,1
18507.56,36,19.37,913.23,48322.75,36.73,8,23,1
21949.6,60,14.83,66.96,77684.49,24.89,9,12,1
8937.89,60,13.87,683.73,82370.26,25.69,11,16,1
7074.31,60,15.53,250.08,118413.09,5.19,23,22,1
35336.45,60,10.87,1313.38,160263.42,15.73,24,17,1
17915.22,60,23.09,48.67,162292.22,,12,6,1
17071.65,60,20.89,1313.47,124774.81,13.83,8,23,1
2388.87,36,21.03,1413.03,83168.06,29.1,12,27,1
20421.08,36,13.66,137.29,32993.71,19.52,22,18,1
22612.62,60,6.42,1088.16,247432.37,20.1,23,36,1
22794.79,60,18.66,836.87,236098.78,9.91,21,28,0
28574.22,36,12.49,1432.79,62072.97,6.69,8,13,0
7921.79,36,22.41,1203.28,159241.05,16.37,19,14,0
10836.7,60,20.61,1050.79,88000.5,2.31,12,38,1
32618.49,36,7.91,1390.5,64718.52,6.38,24,16,1
37939.65,60,17.03,265.71,177414.6,32.74,7,18,1
6301.38,60,18.84,582.66,200824.33,17.5,13,25,1
20408.33,36,16.36,1269.12,113516.38,39.05,24,48,1
9352.87,60,15.28,179.33,33584.65,0.17,11,27,1
3342.85,60,9.56,1405.11,112344.04,36.82,2,5,1
13694.63,60,9.72,1125.38,142404.61,26.1,18,43,1
6603.82,60,20.36,675.82,225439.8,24.93,16,21,1
28687.39,36,5.37,527.92,171064.61,33.62,17,37,1
21815.29,36,20.58,246.98,183414.18,25.07,15,19,0
6609.54,36,15.54,167.7,66605.2,1.39,2,7,0
1360.42,60,23.72,652.68,185662.47,36.21,17,28,1
32518.12,36,24.95,1269.35,135419.72,34.93,4,21,1
7871.58,36,18.27,811.82,208694.66,20.8,2,42,1
24642.45,36,13.25,693.19,69764.98,5.04,12,15,1
14139.95,60,14.5,498.99,138418.35,32.86,4,30,1
23833.95,60,9.08,260.72,,21.19,17,17,1
13310.49,60,6.98,1485.45,85760.78,13.05,4,47,0
4390.64,60,16.58,67.83,211406.94,39.73,2,16,1
9695.05,60,21.11,488.37,178192.69,6.58,9,20,1
8334.28,36,10.24,1160.99,187552.25,6.58,20,19,1
17692.75,36,13.39,795.22,35763.59,23.99,21,23,1
26673.07,36,16.1,491.37,187614.01,10.68,14,23,1
11288.44,60,23.16,1489.33,133023.63,16.48,13,41,1
1470.73,36,7.77,940.18,125603.07,9.62,11,11,1
21238.56,36,9.74,463.88,114904.19,31.3,20,17,1
24624.62,60,23.37,1276.49,215912.82,10.99,22,9,1
38551.95,60,5.79,250.74,60816.71,33.69,14,21,1
23989.36,60,18.12,711.45,207246.38,29.44,8,36,1
19375.73,60,17.79,1264.2,233514.49,11.91,16,15,1
23362.66,36,12.67,1475.98,58694.93,31.96,16,39,1
37188.12,60,14.36,593.09,249907.08,12.75,22,11,0
33306.75,60,22.1,233.02,247822.88,16.26,20,26,1
13596.17,60,8.3,863.39,162903.35,3.13,6,9,1
10252.92,36,9.63,1417.67,81763.03,22.75,20,12,1
11242.71,36,15.25,1008.45,118813.77,32.65,20,18,0
20672.42,36,13.19,915.17,59188.15,24.92,21,33,1
30017.93,36,16.49,484.66,47646.5,22.07,21,33,1
20625.55,36,23.42,921.32,181926.82,35.92,17,45,1
3644.06,60,23.34,1330.48,153364.59,17.65,13,46,1
29219.65,60,9.6,582.02,149622.0,39.83,3,34,1
32432.84,60,11.04,385.82,76985.0,18.43,7,32,1
12290.42,36,8.24,737.01,74028.44,25.73,6,26,1
26900.9,60,23.56,583.0,247638.88,1.86,6,28,1
17637.08,36,12.96,720.79,164617.98,27.94,23,40,1
35675.65,36,13.99,170.72,208474.78,12.78,12,28,1
33963.8,60,21.05,524.23,107057.74,5.11,15,39,1
21491.85,60,15.26,1245.03,214046.65,5.93,23,6,0
27968.72,60,7.4,618.47,186147.57,20.33,14,44,1
35450.64,60,13.76,1452.81,100528.62,23.58,13,13,0
20332.96,36,17.61,1072.0,185069.72,28.13,3,24,0
13216.78,36,19.38,568.07,232893.23,17.84,20,17,1
30392.98,36,17.91,399.95,69158.24,34.59,5,9,1
9582.58,60,7.38,1037.49,145955.5,2.74,21,16,0
16152.71,36,11.09,474.6,242329.59,4.86,3,24,1
34763.36,60,19.67,1392.53,208921.53,9.11,5,48,1
29252.47,36,22.6,201.01,162666.97,4.07,10,20,1
16748.63,60,5.94,72.25,36046.05,30.24,9,42,1
9375.04,36,5.84,354.91,113454.34,14.52,13,7,1
14882.77,60,17.87,921.73,169676.06,24.17,8,23,1
12080.06,60,15.96,1257.39,114222.23,30.6,22,31,0
7867.48,36,8.11,280.09,249329.27,21.89,13,21,1
29989.98,60,15.97,889.54,193280.34,21.34,20,27,1
10830.73,36,24.49,241.91,63028.82,18.01,13,15,1
18712.53,60,17.62,857.87,132788.86,27.82,13,40,0
16048.52,36,13.98,56.73,108313.61,21.18,5,45,1
39301.02,60,21.55,849.98,156583.93,16.14,18,25,1
16252.6,36,9.26,797.01,122709.84,24.71,23,25,0
4119.32,36,13.29,92.99,74717.16,38.46,19,35,1
4503.2,36,15.56,1043.44,186605.39,32.33,23,5,1
24039.4,36,15.09,871.21,44532.03,17.88,16,44,1
24375.18,60,23.42,945.95,142390.82,24.31,5,42,1
17331.6,60,10.85,808.77,91336.8,15.65,23,38,1
17841.9,36,6.13,1091.33,242302.14,,17,25,1
3103.37,36,23.33,801.76,89819.11,29.35,9,19,1
21145.31,60,9.34,1385.74,98416.56,33.52,17,30,1
20684.84,36,12.58,1416.96,182630.05,2.45,5,9,1
6832.42,36,15.62,1098.21,49549.31,6.59,2,49,1
5049.74,36,24.52,1370.29,94663.77,23.21,16,41,1
5819.33,60,15.71,1387.04,180060.41,28.14,15,14,1
4940.1,36,13.95,415.14,27073.36,26.43,7,25,1
24778.62,60,16.67,1491.08,91530.14,9.98,14,11,1
8662.82,60,24.42,423.13,21898.8,26.18,22,33,0
10805.78,60,21.36,57.25,54552.72,18.48,22,14,1
7769.31,36,8.38,1444.47,158965.4,9.8,12,16,0
38355.58,36,21.07,358.87,125044.42,35.39,18,34,1
34330.08,36,21.82,888.66,55885.96,21.2,11,7,1
9989.3,60,18.81,1456.88,37945.85,34.5,6,14,1
13775.09,36,18.14,102.69,32954.63,16.72,24,5,1
9185.82,36,13.82,425.89,39632.38,25.32,17,25,0
20183.16,60,17.83,924.97,42097.66,32.68,20,5,1
1764.81,60,19.75,1150.96,39851.92,13.15,13,27,1
27183.35,60,7.46,1216.83,,34.3,5,30,1
21403.17,36,10.15,1329.25,180317.07,14.06,13,24,0
36046.92,36,8.88,277.6,236491.34,8.08,22,18,1
7411.31,36,21.82,573.95,216875.14,29.6,20,20,1
32360.26,60,18.6,1079.95,81146.32,13.39,4,21,1
31886.48,36,14.02,1081.51,66984.27,38.14,9,17,1
5960.07,60,21.52,482.84,31019.77,32.18,10,25,1
16543.81,36,19.34,477.21,55887.75,9.22,6,29,1
7635.95,36,23.27,501.34,150587.4,39.46,15,34,1
10934.1,36,6.54,1341.36,249568.72,14.55,21,10,1
11266.6,36,15.18,1366.98,217577.91,22.32,16,21,1
22693.22,36,19.13,51.8,138431.95,2.94,24,26,1
17045.03,60,9.15,507.77,117394.62,1.66,8,28,1
37961.58,60,11.54,606.29,53999.95,11.82,6,48,1
5928.44,36,13.38,1474.11,116275.98,0.49,20,9,0
38973.99,36,20.89,1417.93,156817.38,11.1,18,28,0
9994.91,60,14.87,953.64,156959.14,20.89,16,20,1
31142.08,36,14.86,97.33,148235.69,27.64,18,39,1
14219.83,60,13.62,311.09,209524.33,10.05,16,46,1
6580.17,36,9.57,668.28,137319.29,16.29,18,37,1
34457.68,36,23.46,1439.78,128755.4,15.32,2,22,1
13045.58,60,11.36,169.22,90328.0,13.1,14,27,1
26695.36,60,16.35,1193.29,61455.6,15.54,20,27,1
23091.3,36,7.98,311.05,20322.91,,2,49,1
19398.5,60,13.68,776.54,94082.61,7.94,19,14,1
20336.96,60,23.08,1157.45,165608.58,18.58,22,20,1
29557.28,36,24.91,1047.97,148546.43,10.42,2,34,1
4423.14,36,12.24,1170.35,142018.81,2.54,15,36,1
27059.05,36,8.08,1225.98,197646.66,8.54,22,14,0
35936.67,36,11.29,479.44,73554.76,37.36,16,17,1
3253.74,60,11.54,565.12,176063.74,20.21,13,12,1
6485.48,36,17.89,1229.14,159647.92,39.3,17,19,0
28948.65,36,14.92,86.81,97968.03,9.01,10,22,1
18053.98,60,20.37,786.25,70265.03,11.68,2,28,0
16738.4,60,19.03,1382.99,149418.67,25.62,12,26,1
6341.7,36,10.03,1330.96,237384.06,14.21,22,44,1
20764.03,36,20.69,1212.33,37560.69,14.45,2,25,0
5935.27,60,21.95,61.68,239186.51,33.76,14,27,0
19588.2,36,16.97,1334.9,126894.37,1.17,12,37,1
30781.0,60,23.55,1370.15,183310.01,26.65,11,14,1
11072.31,60,20.66,1005.59,204737.07,35.21,9,35,1
19750.66,60,16.91,469.4,54848.4,6.97,9,33,0
39688.62,36,23.12,750.19,30340.35,16.14,15,29,1
27779.37,36,17.01,1151.05,49553.1,32.37,6,8,1
33812.91,60,15.42,1225.15,98419.16,21.4,6,44,0
17179.06,36,12.13,534.72,240007.47,14.31,18,22,0
30946.58,60,22.66,509.32,29838.35,25.04,19,25,0
2579.86,36,7.45,1112.19,231553.56,12.99,10,33,1
5793.54,36,14.47,1038.94,149097.78,25.05,10,13,0
8919.75,60,15.75,784.4,43538.42,5.8,10,18,1
16676.13,36,16.09,647.78,55132.15,9.02,16,22,1
33984.05,36,18.04,996.02,178546.17,0.59,12,23,1
14504.38,36,15.12,77.68,159944.3,7.38,9,13,0
26530.23,60,10.14,141.26,58514.99,5.23,8,22,1
28663.26,36,22.14,872.44,227996.15,23.92,16,38,1
23861.11,60,18.15,339.11,,37.78,4,14,0
14932.44,36,22.16,1168.93,137661.92,8.61,12,41,1
23505.08,36,10.52,1165.38,141507.7,5.17,11,16,1
14348.36,36,17.74,1073.64,220215.54,21.41,17,36,0
4271.08,60,19.28,1358.3,25094.55,7.24,3,44,1
39719.36,60,12.67,237.03,51383.89,21.67,10,33,1
5960.12,60,21.24,411.08,,20.18,14,10,1
3821.59,36,5.05,400.88,34462.72,0.78,14,5,1
35262.7,36,16.9,1180.11,165241.16,38.57,23,23,1
12771.55,36,17.27,796.38,72807.97,8.06,21,14,1
26361.58,60,15.68,401.43,152634.06,35.79,23,5,0
13831.22,36,17.6,230.55,200000.81,15.32,15,34,1
16266.72,36,8.34,1342.73,113961.55,6.34,22,48,1
11222.41,60,18.7,1047.43,196835.56,4.27,5,9,1
14378.72,36,11.72,806.93,198909.77,20.43,14,48,0
17017.32,60,14.04,1449.24,80587.31,14.47,4,40,1
29096.23,36,11.66,1278.9,23621.26,36.7,8,21,0
20949.91,36,14.48,291.84,43754.83,8.06,2,5,1
37799.04,36,17.43,776.95,209410.46,28.95,7,16,0
2633.34,36,21.77,744.54,,7.43,10,18,1
20619.66,36,14.67,1271.1,212992.08,34.87,23,38,1
23784.77,60,11.46,249.16,145928.29,20.42,15,21,1
36887.68,36,14.76,694.13,65400.94,33.25,15,13,0
2917.18,36,18.78,965.71,183814.57,17.5,4,9,1
23366.48,60,11.93,1419.52,148382.86,7.01,21,13,1
34291.57,60,13.29,1351.92,100915.2,21.57,11,34,1
10435.18,60,16.26,814.76,40174.91,10.9,15,45,1
35175.4,36,10.88,921.88,43528.62,7.38,11,39,1
1742.69,60,9.18,1283.03,63357.67,36.15,12,22,1
29565.73,60,7.81,1124.25,174774.16,22.06,15,48,1
37391.42,60,12.05,1322.62,187433.43,32.01,12,25,1
26630.71,60,5.97,1347.02,165110.65,31.04,9,7,1
18122.14,36,16.67,1253.9,97571.73,0.04,13,18,0
2750.36,60,8.52,43.79,121308.11,35.43,21,15,1
36884.44,60,12.55,487.07,183198.75,30.93,24,29,1
19341.55,36,10.38,623.17,171766.67,10.75,14,41,1
2130.87,36,17.61,1026.54,197793.11,9.17,13,14,0
27903.02,60,22.01,481.09,75461.64,2.27,18,25,1
19791.65,36,17.67,505.63,21032.44,3.7,14,20,1
5849.47,60,15.85,618.3,81281.68,7.78,11,42,1
9356.6,36,18.38,1434.34,100015.04,0.14,7,36,1
3515.14,36,5.6,672.62,240918.1,12.63,9,8,0
23397.45,60,7.46,236.79,70078.42,36.89,15,5,1
25259.15,36,6.9,39.34,210073.0,22.21,14,14,1
20723.95,36,6.96,377.82,163177.65,23.22,22,12,1
32866.98,60,10.21,1410.05,58533.43,9.47,18,36,1
34579.34,60,15.64,1433.84,112806.11,9.0,8,7,1
25009.35,36,7.29,807.63,137336.49,14.69,19,35,1
1497.5,36,23.7,980.15,99154.54,10.49,12,27,1
28113.96,60,22.09,1200.0,72014.53,34.34,18,41,0
17301.97,36,24.43,112.15,78155.72,7.1,13,12,1
23056.74,60,5.85,580.23,154597.33,26.99,5,46,0
26314.14,36,22.03,974.1,178264.39,19.58,22,33,1
14659.23,36,21.07,1350.43,127863.39,27.09,14,37,1
36766.84,60,23.04,1098.44,236599.24,33.39,18,29,1
6225.02,60,15.56,544.59,187570.28,13.65,2,6,1
27188.96,36,20.76,1367.67,225104.33,21.63,12,9,1
1170.02,36,6.03,1006.99,129402.62,19.96,16,18,1
37061.39,36,6.52,1250.45,23423.07,14.93,14,39,1
5387.66,36,7.37,596.7,156176.22,32.48,13,18,1
4700.48,60,23.3,33.17,208199.66,0.41,8,43,1
13987.3,36,6.22,274.27,,12.4,7,23,0
15569.09,36,7.0,1392.95,150617.24,33.28,11,20,1
9357.7,60,23.61,78.69,244243.31,34.88,2,22,1
23819.74,60,7.15,906.18,104212.7,27.75,10,6,1
18273.65,60,22.4,631.42,204430.75,13.63,22,7,1
2332.85,36,20.79,661.48,136167.08,32.89,13,11,1
13466.43,60,5.81,619.2,126653.53,3.36,2,45,1
32606.88,60,5.44,129.12,53482.72,10.62,24,16,0
27898.36,36,15.69,209.83,192130.87,3.7,20,20,1
29269.96,60,24.94,122.52,209357.72,4.41,3,22,1
28226.56,60,22.58,109.24,119101.81,23.72,13,39,1
13127.95,36,11.2,155.85,195612.04,2.88,23,36,1
4886.89,60,12.73,1054.03,153657.78,27.19,11,14,1
11626.22,36,12.76,197.88,79237.49,13.95,19,37,1
33439.63,60,19.68,414.39,232454.57,2.23,23,20,1
39238.36,60,11.82,995.72,180257.43,11.42,9,27,0
20260.03,60,7.96,195.03,222016.96,15.97,7,34,1
1378.31,36,19.94,1368.08,84736.82,14.66,11,12,1
6461.75,60,14.16,731.9,230763.53,20.41,12,5,0
13561.14,60,6.54,1445.69,103873.38,20.11,15,13,1
23564.83,60,20.8,312.99,22192.33,14.38,20,37,1
3928.65,60,16.71,75.02,37256.54,35.97,9,20,0
37790.93,36,14.79,897.71,40547.85,8.8,4,8,1
15238.26,60,18.47,513.25,67642.97,13.61,3,46,1
36590.78,60,15.11,871.41,62900.06,22.15,20,11,1
31440.35,60,17.97,726.27,33315.62,9.81,6,34,1
30462.05,60,22.35,702.02,225940.26,6.01,11,7,0
24662.06,36,17.27,1281.23,210511.32,0.25,2,11,1
25444.57,36,18.19,312.0,195449.34,37.81,17,30,1
25882.13,36,17.28,764.46,130200.68,31.37,16,44,1
25520.13,60,15.62,641.53,117784.08,35.55,7,28,1
22595.4,36,8.44,1020.44,117833.83,1.61,13,20,1
39470.15,36,11.71,103.7,80206.5,2.94,10,38,1
29559.33,36,18.86,808.25,159899.25,22.08,19,12,0
31300.91,60,13.51,733.45,33588.32,0.93,7,35,1
35026.05,60,13.12,1461.16,171520.3,10.86,22,25,0
9409.95,36,20.19,1141.06,138187.22,38.91,13,15,1
4268.36,60,5.11,257.82,207799.65,14.3,19,34,1
19832.88,60,18.58,778.55,243730.65,39.18,3,34,1
21049.15,60,14.78,1182.09,221620.33,4.74,17,15,1
33338.09,36,12.54,801.12,185582.55,15.4,16,42,1
18307.56,60,11.81,554.35,119540.18,0.23,12,16,1
23263.27,60,8.46,583.68,69340.58,23.66,23,30,1
21555.77,36,11.69,569.5,172920.86,13.67,3,46,0
2489.91,60,12.83,59.33,66367.8,20.16,2,32,1
24993.38,60,13.75,1103.98,24659.56,31.79,6,13,1
33293.69,36,18.45,928.0,151843.59,22.05,8,14,1
7142.52,36,14.07,424.96,110649.99,26.61,6,19,1
24178.94,60,20.93,956.13,221484.29,18.89,4,36,1
24150.81,60,17.79,483.83,168529.41,29.92,3,16,0
7403.21,60,8.79,387.77,168867.52,24.1,20,21,1
5815.08,36,10.54,1119.49,201215.4,34.63,23,13,0
39222.03,36,6.58,1219.39,97199.96,30.24,23,22,0
16355.05,60,23.91,949.79,240379.55,9.28,4,33,1
9869.45,60,22.73,1182.7,70903.94,20.98,8,11,1
7681.66,60,6.7,567.58,220486.38,35.0,4,29,1
27036.47,60,16.48,135.55,229493.43,34.36,15,17,1
24768.37,36,24.21,919.18,28979.29,19.09,16,41,0
26098.53,60,19.94,406.29,165319.08,12.55,22,16,1
4432.24,36,14.84,1172.89,192366.79,8.43,4,49,1
35847.85,36,9.82,556.42,239380.99,7.77,24,39,1
16181.39,36,10.58,1015.89,77817.15,5.75,22,26,1
13221.41,60,19.72,842.71,,39.99,2,19,1
19032.1,36,20.61,1231.7,197817.02,26.5,2,11,1
16212.58,36,15.57,1253.49,54121.77,12.58,10,42,0
34679.5,60,7.42,130.4,216185.89,11.73,6,10,0
37241.18,60,23.68,463.82,112836.75,12.22,3,49,0
12834.68,36,21.9,1310.19,167142.69,34.9,13,41,1
34693.5,60,7.81,623.86,29668.76,20.53,21,10,1
31479.4,36,6.13,786.86,71275.31,10.86,15,23,1
37301.5,60,15.72,299.52,129982.55,31.94,6,37,1
10584.26,36,10.68,842.45,86518.19,30.01,12,9,1
23501.41,36,10.66,418.98,240303.95,18.7,19,37,1
11707.24,60,6.74,1248.97,202834.48,27.55,5,25,1
33139.69,60,24.07,324.36,218922.38,29.53,17,19,1
1207.64,60,21.6,558.99,127253.12,1.98,4,31,1
23027.95,36,7.28,169.76,128937.68,35.02,19,34,1
14228.93,36,22.53,894.33,205193.47,11.48,20,9,1
13584.66,60,18.66,1414.7,109132.53,39.24,17,27,1
26151.35,36,11.51,284.54,130595.34,36.33,8,45,0
34207.89,60,22.43,59.01,141575.64,0.77,10,25,0
24758.62,36,16.96,651.02,159646.27,24.84,22,5,1
34273.75,36,21.97,1130.17,169493.21,38.6,3,13,1
11319.29,60,14.39,1463.4,176572.9,22.6,12,38,1
21260.57,60,15.01,105.38,122122.13,24.63,15,36,1
18570.93,36,10.82,1185.36,87883.78,37.24,24,10,1
1454.15,36,12.75,571.95,231635.45,22.91,4,27,1
22715.67,36,16.36,255.99,210145.99,9.78,8,43,1
26799.45,36,23.94,312.69,20790.6,18.41,7,20,1
24084.66,60,17.0,1388.11,137972.39,14.0,2,21,1
29714.92,60,7.95,1219.76,83158.7,6.68,15,18,1
23282.24,60,5.14,488.24,167827.67,8.56,11,19,0
3603.26,36,22.02,1412.08,135607.16,2.44,6,46,0
5541.38,36,12.29,184.72,24868.29,6.75,14,8,1
24262.51,36,11.3,504.13,187387.68,10.37,16,42,1
11724.19,36,21.01,989.79,83338.96,30.33,2,46,1
4106.16,60,23.91,1499.15,79854.4,14.64,24,30,1
17754.51,60,19.96,714.49,27343.01,27.64,12,10,1
22618.58,60,8.48,1221.75,210517.32,39.85,23,30,0
13821.09,36,12.83,1376.32,153133.09,23.27,14,36,1
29096.91,60,20.19,44.15,131513.82,24.57,10,23,1
26107.05,60,23.14,454.74,175436.95,22.09,12,48,1
